电影名,用户昵称,评论内容,评论日期,点赞数,星级数
我不是药神,眠去,我更喜欢原型故事。,2018/7/5,65,30
我不是药神,Vamei,把一点恻隐之心，都留给这部电影。,2018/7/3,103,50
我不是药神,红豆?,永远治不好的穷病,2018/7/4,95,50
我不是药神,弹球小姐Lydia,没想到啊你个春光灿烂猪八戒，有两把刷子啊,2018/7/3,119,40
我不是药神,霡霂,电影很好看，节奏也很好，演员也很好，但是看完电影发现遭了一张罚单，嗯，一星,2018/6/30,27,10
我不是药神,猪大勇,几处过度的感情渲染和最后字幕、车里对话所显示的“求生欲”，并不妨碍这部电影的优秀。要放在一水国产电影里评价的话，光取材就可以打满星。,2018/7/7,71,40
我不是药神,尽欢,我承认，我犯法了，无论怎么判决，我没有异议。我只希望，未来这个社会可以变的更好一点。,2018/7/1,190,50
我不是药神,盒饭,一部能让中国电影人挺起腰杆的电影。推荐每位学法律的同仁都去看看，对我们的职业一定会有更丰富深刻的理解。,2018/7/1,92,50
我不是药神,路西法尔,国产电影阉掉的结尾多少分都扣没了。在各方力量挤压下批判现实主义在当代已经完了，能指与所指脱节后迎来的是幻象批判主义。在影片里到处都是无意识：赚一笔就离开这里，一定把孩子送到国外，有了钱生命仍然欠缺意义……实际上把所有可能走过一遍之后，会发现唯一有效的路一开始已经摆在那了：去上访。,2018/7/7,51,30
我不是药神,杨大志°,根据现实事件改编，一部非常具有现实意义的电影。如果有机会，谁会不想活下去。演员的演技都挺在线的，哭戏和情绪爆发的戏份很有感染力。这部电影让我知道了一个不曾了解过的群体，也让我看到了一些进步，不仅仅是电影。,2018/7/4,100,40
我不是药神,小镇中年高Mars,先让你轻易感动得稀里哗啦，再让你觉得连救命药0关税都是恩赐是及时雨#宣宣水准与时俱进# #朝中有人好拍电影#,2018/7/4,81,20
我不是药神,Wendy,徐峥要横扫影帝大奖。,2018/7/1,126,50
我不是药神,王写写,3.5，上海买家俱乐部。整体还不错，前半段展开分寸拿捏的可以，后面过度煽情了，几乎五六分钟就要来一段情感宣泄，用台词对主题的不断强调也显得重复。最后十里长街送药神的配乐也太主旋律了。感觉作者后面没沉住气，急切地想把所有话都说出来。,2018/6/27,62,30
我不是药神,法兰西胶片,三星半。娴熟，融洽，也触碰到最后那道坎，很满足了。另外我必须复制粘贴一下我在《辩护人》短评里写的内容：在济州岛的第二天，包了个车，和韩国司机导游表达了2013年整个韩国电影对中国影迷的影响，他很不可思议：“真的这样吗？哦，很有意思。”,2018/6/19,58,40
我不是药神,土呆,我就问药企的研发费用谁买单？市场经济这么多年了，商人还是地主周扒皮嘴脸，都晓得吃饭不能搞人民公社大锅饭，吃药就一定要全民AA？谁不同情病人，谁不担心自己没有药，谁不渴望延续生命？但不代表这病人所得到的救赎就真的那么理所应当。,2018/7/9,67,30
我不是药神,百里即墨殇,上周末看的电影，开头一段印度咖喱曲想起，就很嗨想抖腿，笑点自然也算密集，情节铺开对我来说比较自然，后半段哭了但不是很夸张的哭，就很自然的想落泪～我很喜欢这种现实题材，但感觉好像大陆较少，徐峥稳～周一围帅～王传君颠覆～黄毛血性～教父搞笑～酒吧经理骚！！！,2018/7/4,138,50
我不是药神,维城乱马,在此之前，我们只有改变电影的国家；在此之后，也许我们也可以有改变国家的电影。希望这一天早点到来。,2018/7/7,73,40
我不是药神,金正峰江湖骗子,达拉斯粉激情打分~,2018/7/4,109,50
我不是药神,FloriaZENG,说实话，九分真的过高了，但无可否认这部电影有他的感染力和闪光点，题材的意义和演员的魅力简直太大了，好几处让人无法不为之动容。尽管在节奏和部分剧情处理上还是有些不自然和过分煽情，但终究是值得令人尊重的国产片。对于那些说其媚俗的人，我替演员和背后的工作人员感到难过。,2018/7/7,67,40
我不是药神,魏晓波,可能人们离现实太远了，看到一个和现实稍微沾点边的电影就全民狂欢了。。这就是一个普通的商业电影，病态的电影市场,2018/7/12,54,30
我不是药神,太常寺协律郎,好。但是从2002到2018，又是多少生命和家庭。,2018/7/7,79,50
我不是药神,? 狐不悔，,“他有什么罪啊，他只是想活而已！”很难的，能在国内影院看见这类片的上映。感恩，祝福。,2018/7/4,91,50
我不是药神,巴伐利亞酒神,几乎零差错的优秀商业电影，完全符合一部出色商业片的所有布局。徐峥奉献了一次能拿奖到手软的表演，几个配角的塑造的也相当成功，有血有肉，煽情也恰到好处。开头便直接用字幕告诉你取材于真实事件，加之病魔缠身后那种无力又痛楚的压迫感，真的很容易让观众产生同理心，所以电影口碑爆棚也不奇怪。,2018/7/4,82,40
我不是药神,Eco,这种电影，给个五星容易，给三星很难。,2018/7/4,64,30
我不是药神,内陆飞鱼,佩服，中国现实主义题材拍摄方式的一种样板，影像，故事，节奏，表演皆纯熟到位，悲而不哀，怨而不愤，尺度掌握好，结尾有些那个，但好像也没有更好办法了，自私懦弱的平民百姓，几乎成为救民于水火的“超级英雄”，这是最发人深省的地方，宁浩、徐峥提携新导演，提携很到位，预感徐峥要拿表演奖啦。,2018/6/30,53,40
我不是药神,ChrisKirk,看到两股势力的交锋，却没看到锋芒下的冒险精神，题材本身所具有的深度在迫击炮般的泪点轰击下被冲淡不少，更何况此中个人神化的倾向性太过乖张，虽能一语中的指出诟病所在，但这样的蜻蜓点水无论从哪个角度看都像极一场模式化的兜售，权衡和融合后本质也仍是求稳心理，但这不能怪创作者，大环境如此。,2018/7/3,63,30
我不是药神,五,不喜欢后半截。啥时才可以别为理所应当的事情歌功颂德、痛哭流涕？啥时候才可以别要求别人具备社会身份（本片中是商人）以上的道德？啥时候才可以别牺牲了无数人，才给自己一句“时代进步总有代价、知错能改就是好的”？,,49,
我不是药神,Y.Phoenix,实属国产佳作，但不至于被捧上神坛。富有争议的题材，出色的表演，真实事件改编，可惜不能还原幕后真实利益关系，迫于需要过审，只能脸谱化谄媚处理，后半段煽情技法非常奏效，但缺乏电影的高级感。这样的题材可以过审，而且排片可以像商业大片一样如此密集，实属不易。,2018/7/7,66,40
我不是药神,托尼·王大拿,有些地方的那群众呼声，不还是早年间献礼片那一套？但带着镣铐起舞的技法成熟度体现在文本和影像上，尤其剪辑，虽不大胆，但看的舒心，节奏感特顺溜。,2018/7/5,47,40
我不是药神,皮革业,不管到底出于什么原因，对题材边界的突破都值得肯定。另外，怎么都那么把打分当回事啊，还最终评分7.3、7.4的，想当高考阅卷老师还是体操裁判啊……,2018/7/5,49,40
我不是药神,安德烈大叔,《达拉斯》混《辛德勒》，国内少有的现实主义题材佳作，难能可贵为弱势群体发声。剧作标准朴素，具有一定批判性的同时也找到了尺度上的分寸，在伦理道德与社会制度的冲突之间传递人性之善，不仅对电影产业有益，也具备社会关怀的价值，当下环境太缺这种作品了。四星水准，再送上创作者的一星鼓励。,2018/7/4,72,50
我不是药神,那个男人,徐峥渐渐宋康昊化了，照这个趋势，影帝是跑不了的。恭喜徐峥。不过，制药公司定这么高的价格，真没毛病，药物的研发成本极高，如果不保护产权帮助制药公司收回成本。那请问，新的药谁去研发？医药行业还要不要进步？,2018/7/4,128,50
我不是药神,汪金卫,电影将“陆勇案”进行了戏剧化改编，把主角的身份由病人改编成商人（这一改编对整个故事架构、人物设定造成很大影响），并以男女老青各种阶级身份的病人、家属作为配角，展现了病人弱势群体众生相。将大医药厂商代表立为反派（迎合国情？）。在中国电影创作环境下，本片确实为难得的关注现实题材的力作。编、导、演整体不错，但也不够突出，仍有不少套路与瑕疵。不时出现的喜剧元素减少了苦难煽情成分，但也削弱了稳重的现实风格。警察角色不够立体，其表达出的善意缺乏动机。结尾为过审而“正能量”的风格也让人遗憾。演员表演和剧本的深度、完成度与《达拉斯买家俱乐部》以及诸多韩片现实题材电影相比尚有差距。值得鼓励，但不值得过誉,2018/7/1,68,30
我不是药神,麻友安,从摄影机调度上可以看出导演是具备电影语言自觉性的（这在国产商业片中实属罕见），可惜那些低俗、谄媚的类型化桥段使影片割裂开来，破坏了本应建立的现实深度，而趋于造作的虚假。同时，这种类型化的改编策略导致一种二元对立的思维导向，并不利于反思事件本身，因此所谓的社会意义本身也沦为虚假。,2018/7/5,47,20
我不是药神,柏林苍穹下,“有一种病你救不了，就是穷病。” —— 底层立场的非典型国产片，而且还有几秒钟触碰到问题的实质。,2018/7/7,51,50
我不是药神,纤纤,看完电影出了影院，马上给在保险公司的朋友去了电话，第一次主动想为自己多备点安全感。,2018/7/4,82,40
我不是药神,TuTu兔,谁标记的达拉斯啊？这是真实事件改编的，分的清哪个在前哪个是在后吗？还有个别品味高贵冷艳还要diss他人观影口味的，黑也要有点水准吧，我们那场实打实的抽泣声一片，要讨厌请代表你个人，别弄得好像爱看的人才是另类。,2018/7/4,127,50
我不是药神,bekey,看了点映，也看了好多评论，真的是很激动也很幸运能和很多人一起有同感想要点赞，能看到这么好的电影，真的是各位老师们的共同努力！徐峥、王传君还有周一围，演技真的杠杠的，一下将人拉进去剧情中！！！期待上映后的再度光临~,2018/7/1,152,50
我不是药神,远子,已经很不错了。现实肯定比电影复杂，之前看过的一些根据真人真事改编的电影，其现实往往比电影表现的要黑暗得多（比如《无人知晓》）。但我想我们不能因为现实的复杂而去否定电影的“单纯”。从某种程度上讲，这也是电影存在的意义。这部电影能够激发大家关于进口药的讨论，也是好事。,2018/7/9,47,40
我不是药神,女神的秋裤,有故事，有技术，有意义，这特马才叫电影，一部能把人看哭的喜剧电影。前半段绝壁是宁浩指导！……还有，做坏事会下地狱的！,2018/6/30,85,50
我不是药神,胡弃暗,谭卓有点郝蕾的意思。,2018/7/5,66,30
我不是药神,赫恩曼尼,第一次看点映，非常震撼的好片子！国产电影终于也可以不逃避现实问题了，情节、转折、人物处理得都非常到位！徐峥演技炸裂，几个配角闪闪发光。等上映之后可以二刷！,2018/7/1,70,50
我不是药神,梅山君,里面好几个片段让人动容落泪，大概感同身受都是因为活在中国，体会过看病难看病贵看病苦这些状况，都是想努力活下去的人，有什么罪吗？,2018/7/4,71,50
我不是药神,Paco,哭且服了。都在纠结批判得对不对，“现实”掺了多少假，偏偏忘了首先作为电影，它拍得好。伪现实和小批判有主客观因素引致，但是毛病就是毛病，不管从哪来，都在扣掉的一星里了。可没关系，它根本的价值既不在于现实意义，也不需要籍此加冕，而是关于如何去定义一个好人，和善良的意义——这是最大的意义。→12.1二刷。,2018/7/11,39,40
我不是药神,张春[阿卡纳],热评导致没哭的我感觉自己是不是反社会…,2018/7/8,49,40
我不是药神,你写论文了嘛,看的点映。面对法理与情理之间的冲突。药贩程勇给出了自己的答案，警察曹斌给出了自己的答案，众多白血病患者也给出了自己的答案。虽然这部电影不像《素媛》和《熔炉》那样推动了法律的改革。但是用电影记录下我国在医疗改革的过程中发生的故事也是有意义的。,2018/6/30,111,50
我不是药神,心生,四星半。讲的是过去的故事，但当然也会是一种投射，一种聚焦。在过去的影像时空里，角色讲着相信会更好，会让人下意识地立即着眼于另一个时空，相同的地域，不同的时间，类似的困苦、愤恨与折磨。但终究，还是要相信会更好吧。最终当然是要回归的，但前面完成的表达已经足够。,2018/7/6,31,50
我不是药神,恶魔的步调,韩式思路印式煽情的本土化达拉斯买家俱乐部,2018/7/1,33,40
我不是药神,肖恩恩恩恩肖,好看的部分，太久没看到这种真实了！生活环境是真实的，情绪是真实的，困境也是真实的，甚至女主角是一个真实的上了年纪的美女，有真实的皱纹！真实才能带来沉浸体验。不好看的部分，就是唯一看出人工痕迹的地方，道德审判太明显，限制了更多的角度。,2018/7/3,57,40
我不是药神,二十二岛主,上影节第14场。没有那么好，但作为新锐导演处女作足够扎实锋利，对于现实的刻画以及医药制度的批判，能够过审本身就已很了不起，在有限的话语环境内也做到了最好的表达，尤其是徐峥谭卓王传君三位的表演，为这个故事大大增色。部分场景有借鉴韩影的色彩，希望以后拍类型片散伙饭部分不要再吃火锅了。,2018/6/19,45,40
我不是药神,tata,可能煽情部分对大多数老百姓来说，是做的很到位，我这种身经百战的豆瓣er可不吃这套??，片子不坏，题材好，值得看看，三星半吧。媒体吹的上天，也有点滑鸡,2018/7/4,67,30
我不是药神,Fenng,一个印度宝莱坞式的精彩故事，折射中国社会的残酷现实。,2018/7/3,56,50
我不是药神,冷杉,从印度药神，中国药神，最后上映成了我不是药神，悲剧改喜剧。导演镜头设计有很多瑕疵，但精准戳中了社会情绪点，预计票房50亿。医疗、警察、海关系统，全都黑了一遍。没有版权意识的观众很容易接受这种思想：你花十几亿美元研发灵药仍然是奸商，我不努力挣钱不买保险不锻炼身体得病就应该吃到药。,2018/7/7,49,30
我不是药神,揪住你的小尾巴,想对勇哥说，你就是药神。,2018/7/7,60,50
我不是药神,Summer,印度仿制药是拿印度患者做实验的，根本不考虑人权，全世界盗版侵权都被诟病，不知道为啥印度仿制药这样就被赞扬。短时间内这种便宜药可能对部分患者有益，长时间来说这种情况泛滥以后就没有公司愿意研发新药了，现在很多便宜的好药已经没有厂家生产了，没有利润，厂家也要发工资吃饭。,2018/7/4,74,30
我不是药神,室内滂沱,前半部分固然好的很，但两种味儿的冰激凌既然不能分着卖，也只能看成整体了。后半集简直是卫生部版的战狼2，听说过杰克苏玛丽苏，没想到又冒出一个圣人苏，节奏、剪辑、镜头、表演甚至是配乐，都比前面差了不知多远，一下子打回主旋律原型。合着这事儿还是发生在qq年代，敢把时间背景放到现在吗,2018/7/11,42,20
我不是药神,瑾朵朵,【没钱】比【有病】更可怕,2018/7/6,39,40
我不是药神,沈入忘??,太值得哭了，我从刚开始看到病人用一麻袋的零钱买药那个镜头就开始想哭，差不多哭到结束。尽管我知道有些镜头是故意煽情，但我还是整个哭到头疼。过程中最大的感受不是觉得主角伟大，也不是因为最后这个药有了好的进展，而是觉得人要好好活着真的太不容易了。希望每个人都健康快乐，好好活着。,2018/7/1,62,50
我不是药神,飞天羽痕,演的扎实，拍的用心，很不错的国产类型片。前半部分比较爽快，后面有点墨迹，有煽情嫌疑，但不让人反感，本来就是个感人的故事，人间少有的真情在。,2018/11/19,0,40
我不是药神,泡椒凤爪,力荐!绝对值得一看的好片子。探讨人性与社会。观影的过程会因为幽默而大笑，但是心中始终感觉到那些底层人的悲伤。很喜欢的几个人物意料之中的死去了，法与情冲突起来有时让人绝望，好在结局让我看到了希望。,2018/7/4,98,50
我不是药神,时间之葬,从主题上讲，勇气可嘉，比绝症更令人绝望的，是利益操持下的强权制度。从手法上讲，这大概就是那种很多人希望国内能拍出来的“改变现实的电影”。,2018/6/18,43,40
我不是药神,桜の花飞舞时,个人今年最佳国产，要刷很多遍。,2018/7/5,92,50
我不是药神,李濛Lemon,片中的角色都面临法律与良知相悖的困境，而编剧也一直在故事深度与能否过审的两难中纠结。前半段黑色幽默，的确有《达拉斯买家俱乐部》的气质，后半段升华得有点过，滥煽情，但被演员的好演技平衡掉了。几乎所有角色的演技都值得吹上一波，徐峥和周一围少许的对手戏相当精彩。,2018/6/18,44,50
我不是药神,Sophie  Z,在印度，烟雾中遇到神像那段非常地神来之笔了。然后就是一边感觉结尾的升华煽情有点太过，一边看到路边人群中吕受益和黄毛摘下口罩的脸就想哭。,2018/7/9,30,40
我不是药神,圆首的秘书,真的不错哦，直到结尾都不错，个人愿意再看一遍。但实话讲，并不觉得这是中国电影的进步，也不是什么制度的进步，至多是化用其他电影创意的方式的进步。其中比较露骨没藏好的地方，比如结尾对辩护人毫无节制的“索取”，让人瞬间失去共情的动力。中国缺故事吗？显然不缺，但始终还是缺一点“大聪明”。,2018/7/5,41,40
我不是药神,三坨土,看完原型人物陆勇当年的报道，其中一句话又让我想哭。曾受益于代购药的病患帮陆勇求情，在电话里用颤音说：「我的生活低下一点不要紧，我不是要生活得很好很好，我是要求生。」我没有直面过疾病，但我通过电影所感受到的绝望已经让我无法承受了，虽然这种隔着屏幕的同感可能只是真实世界的十分之一,2018/7/5,61,50
我不是药神,梅花牛,剧情紧凑、信息量大。能过审也是挺神奇的。好多年没看过这么酣畅淋漓的国产片儿了。,2018/7/6,64,50
我不是药神,大头绿豆,题材3分，前半部分3分，后半部分1分，结尾0分。高分说明讲好一个故事在现在的院线已经是多么难得的事，以及，不能把讲不圆一个好故事的锅都甩给广电总局。结尾可以好很多的。,2018/7/10,32,30
我不是药神,陆冠均,这几年有那么多正面导向的新闻报道，希望大家去关注医改药改、关注伤残病弱群体，其实都不如这样一部脍炙人口的电影来得更有效果。《我不是药神》的成功，算是偶然中的必然。,2018/7/5,47,50
我不是药神,麻绳,应该是2018年最爆炸的话题电影。直面中国底层生命的苦难和尊严，也没有逃避对社会制度和商业法则的拷问，在当下的中国电影中十分难得。创作上很成熟，剧作和表演尤其出色，每个人物都很立体，性格逻辑都很扎实，徐峥表演的突破性很大。事实证明，只要有生存空间，中国也能拍出《辩护人》那样的电影,2018/6/21,42,50
我不是药神,H.K.X.L,和谐版的《辛德勒的名单》。,2018/7/5,49,10
我不是药神,饥饿艺术家,最初打动我的是「弟妹」，那一口闷，很绝。中间打动我的也是「弟妹」，破衣烂衫不算刻意。除了周一围很帅，后面没人打动我。弟妹这个角色，让我想起《星际穿越》里那个死守的弟弟，整件事似乎和他无关，可又是这无关人员，最撩动心弦。BTW，什么时候心理咨询纳入医保？至少Co-pay？,2018/7/7,42,40
我不是药神,烟波人长安,“他只是想活着，他有什么罪？”,2018/7/14,36,50
我不是药神,维舟,过誉了。本以为可能是中国版的《达拉斯买家俱乐部》，最后发现倒不如说是在向《辛德勒的名单》致敬。,2018/7/8,33,40
我不是药神,文刀大土申,一部各方面都非常成熟的商业片，尺度拿捏适中，煽情却不过度贩卖。作为一部处女作作品，出人意料，当然这离开不宁浩、徐峥两位老司机监制的把关。再者，触碰如此大胆的现实主义题材，过审已属不易，从之前的更改片名便能看出，它之于国产电影创作的意义不可忽视，应当支持。,2018/7/1,39,40
我不是药神,竺.不二.哼哼,建议各党政机关，企事业单位，社会团体组织观看。,2018/7/5,55,50
我不是药神,诸葛若见,比《达拉斯买家俱乐部》更让人感动一些，真实代入感太强了。黄毛像随处可见的村镇青年，却有着难得的江湖气。程勇则由猥琐奸商，逐渐成长为大侠。众生皆苦，不是药神是凡人。,2018/7/2,36,40
我不是药神,两江狐子,善良是一种选择。题材难得，成功造神，真实事件作嫁衣，换个名目也成立。人物特点突出但落不下去，患病停药有什么后果，何以至此？一概不知。狂欢似的拔地而起，现实一敲打就退缩。前一半飘，后一半煽。仅以法大于情、求生无罪拷问现实，很弱。意不在关怀，而在巨婴社会做好人难。演技合格。好项目。,2018/7/3,44,30
我不是药神,陈长鬙,前一个多小时好看，闹假药会场的段落很精彩，虽然很多段落都很典型、缺少新意，但拍得很好看。后面三十分钟有点崩，情绪收不住，破碎成一片鸡汤。看到qq群放大“希望”二字时感觉和前面不是同一部电影。,2018/7/14,32,40
我不是药神,陈哈,简单地把锅甩给医药公司有点太表面化了，当然也是没办法，总不能甩给那谁吧，电影本身拍得不是特别精彩但也都在线，但总得来说是良心诚意之作，之前老看韩国，美国片说这些，国内终于也有了，这个高分也是正常的，观众实在是憋坏了。尽管如此，这事还是得说【我去年的画《药不能停》和《我不是药神》海报这事怎么弄，我没有一个迟斌啊！》】：https://www.douban.com/note/682266397/ 《关于艺术：元素，借鉴，创作，再创作，涉嫌抄袭》：https://mp.weixin.qq.com/s?__biz=MzA5MjM0MjcyMQ==&tempkey=OTY1X0t0RXVhQkZRdUpzaTJSOEhWT1F5ZGZRYUViVjI3SHFtc0x3bm1wTm80NjllY0FNNG5COUcxLU0wUTB0TDd4c,2018/7/14,36,40
我不是药神,老袁,好,2018/7/6,36,40
我不是药神,张大水,摄影有几场戏挺喜欢，大排档火和烟作为前景的戏，葬礼后徐峥主视角穿过人群的戏。,2018/7/7,44,40
我不是药神,支离疏,确实很不错，四星水准，鼓励一星。,2018/7/1,35,50
我不是药神,nothing纳森,社会上只有一种病就是穷,2018/6/30,46,30
我不是药神,Iosefka,药企耗费大量资金的自研成果救人无数，在电影里成了恶意兜售高价药的黑心反派，盗版药商摇身一变为救世主，就好比义正言辞“盗版的不要钱，为什么要去买正版？” 在版权意识薄弱的这片土地，这个议题如此处理实在不妥。,2018/7/5,40,40
我不是药神,kulilin,题材过审不易，煽情肯定削弱了力量。宁浩本来要导的,2018/6/27,44,30
我不是药神,脑子进水,什么是恶？恶意引导群众就是恶！进口药贵是外商的锅吗？,2018/7/5,49,30
我不是药神,邻居山田,专访过导演，可能也就大我两三岁，比片中“小黄毛”章宇还小3岁。才能突出到可以弥补学历经验，哪怕一辈子就这一部片子也不算白来。演员也都太对了，怎么能全都演得那么好呢。看片时左右哭得快背过去了，人是会恻隐的啊。那我觉得它存在的意义就是给毫无尊严的吾等屁民一根火柴。希望它得一些奖。,2018/6/25,45,50
我不是药神,你大豪爷,徐峥说上海话好可爱哈哈,2018/7/8,38,40
我不是药神,周眠,完成度很高，的故事会。“通篇的煽情都很克制”，不如说“通篇都在很克制地煽情”。局限眼光，不令有智，为了什么行为背书，一目了然。如此推衍，雨燕也可以拍我不是车神。另有一波不是书神，碟神，不是陆客大巴神，不是地沟油食神在路上。,2018/7/6,23,40
我不是药神,李九弟Jody.L,“我相信未来会好起来。希望这一天，早点来吧。”我们终于有了为之骄傲的电影。离开的人们，现在2018年了，看看这个世界吧。,2018/7/6,45,50
我不是药神,罗四夕,看的今天的点映场，题材很深刻，很有现实意义，演员们表现都很不错，徐峥的表演起码值一个三金影帝吧,2018/7/1,71,50
我不是药神,美卡 mecca,7/5@明珠光大 两星半。话题性优势，但糟烂喜剧套路与媚俗的演绎方式几乎毁了现实主义向打开的任何可能。现场所有笑点都几乎哑掉，后半段走稳但蓄势不足至于最后煽情环节也毫无感觉。总之一句话，还是国产片不自信+资本傲慢表现，虚肿但爆款。ps 俩男主油得能去炸鸡柳 pps 题材再好和呈现面貌应是乘法而非加法关系,2018/7/5,35,20
我不是药神,说的就是你,很有意义的一部电影??,2018/7/4,66,50
我不是药神,水浒三国金刚,中国电影的水平，中国足球是追不上的,2018/7/6,30,40
我不是药神,香茹,问题已经解决了再拿来拍，就不具备引起反思或推动社会进步的功能了，像歌功颂德(非自愿)，矛盾的视野也不全面，瑞士药商被塑造成唯利是图的形象不能令人满意。抛开剧本本身的剧情张力，电影在表达上也只能说不功不过。情绪上还是挺煽的，设置太多笑点像有强迫症。,2018/7/3,27,40
我不是药神,野子,故事虽然显得有点老套，但是几个主演真的很棒，题材也很走心，至少值得尊敬。,2018/7/3,51,40
我不是药神,今夕何夕,2018年至今最佳电影，没有之一！从老奶奶对警察说“药假不假难道我们不知道吗”开始哭到最后，就像电影里说的，最大的病是穷病，没法治。希望通过这部电影反应出的问题能引起相关部门的重视，也希望国产片中能出现越来越多反映现实题材的佳作。,2018/7/4,80,50
我不是药神,怀璧不予,大哭一场，还能说什么呢，愿生命漫长夜短暂。,2018/7/13,42,50
我不是药神,麻辣香水鱼,这几天网络口碑一直发酵，迫不及待抽空去看了，不仅仅是本身演技和剧情的质量过硬，在真实事件基础上的改编，整部电影的立意和想法都给人触动非常深刻，前半段笑点很有梗，后半段连我在内的好多人都哭得不行……不剧透不无脑吹，希望大家都能去看看这部良心电影，真的值得。,2018/7/4,52,50
我不是药神,恶魔奶爸Sam,中国网民得有多天真多傻逼才认为药企不容易，我不是药神对药企的刻画太妖魔化太偏颇了。什么样的人会说出这种话，是谁出钱买通了大V说这种话，这种话对谁有好处。不言而喻,2018/7/29,28,50
我不是药神,Pukii,好看！真的好看！虽然导演的节奏有点商业，不够个性，但基本上完成度有九成了。看得挺想哭的。。。很多问题，没有答案。为什么没有答案？对不起，这也没有答案。。。,2018/7/3,58,50
我不是药神,57,看得我大哭一场。这只能说明导演很会煽情，而且真是学到了好莱坞精于算计那一套，敏锐地抓到一个（过时的）现实题材，毫不手软地捞一笔。当然眼泪不全是被动的，看到故事背景里那么多无处伸张的社会不公，非常痛切地意识到指望一部电影或者一个被编剧塑造的良心发现的商人来改变一切，是多么的轻易和可笑。,2018/7/19,22,20
我不是药神,昏金暗玉,它并非天才般横空出世的电影，也不走让你眼前一亮的设计，但在小人物通往“圣人”的设计上，在每场戏的功能上都计算精准，其实它有非常巧妙的不为人察觉的价值偷换，内核与幕后黑手的转移也有点移花接木的意思。但处女作选择不玩形式感不玩概念的现实主义题材并能流畅呈现已是沙漠开出的花。,2018/7/4,29,40
我不是药神,硬邦邦帮主胡子,这样内容能上映就很难得。我们总说韩国电影敢拍，敢揭露。这部电影某种程度上在中国电影史上关于这一作用将来也会留下位置。其中关于公安蛮横检查小店，翻开的商品乱扔，最后只有一句面无表情的谢谢配合这样的小细节，很真实。表达的很好。在中国生活过，你就太知道这部片子想讲的不仅仅是药了。,2018/7/11,32,50
我不是药神,大海里的针,徐峥宁浩又一次高水准发挥：幽默、现实、残酷、感动，比纯喜剧更具现实意义。最喜欢假药贩子的那句台词：这世上只有一种病——穷病。,2018/6/18,37,50
我不是药神,爱电影,不错的电影，很感人呀！催人泪下，呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜！,2018/7/4,36,10
我不是药神,邓若虚,棒。在这样的环境下也已经做到了足够赤裸裸，起码戳到了一些真正的痛点。就按照这个路子多来几部吧，现实和真相的面纱早就需要揭开了。,2018/7/7,34,50
我不是药神,三点水木木木,真的太惊喜太惊喜了，感动又深刻。徐峥演技爆表，期待他得奖！！！！！！！啊啊啊，刚看完点映我还是有点激动,2018/6/30,54,50
我不是药神,鹿菏,是我在电影院看过观影体验最好的一部电影，那么多人没有人看手机没有吃爆米花的声音整个影厅安静无声，看完心里很堵不知道说什么，就如同我也无法理解为什么一只羊死了能上热搜而昨天贫困山区小孩去垃圾山找玩具却被掩埋致死的热搜很快就没了，难道穷真的是原罪吗？！,2018/7/13,38,50
我不是药神,力娃,挺好看，演的厉害，拍的聪明，也跟着度过了一段哭哭笑笑的时光。弱与用力过猛的地方、PPT式煽情的地方，作为消费者，觉得可以理解，乐意支持，也愿意推荐给更多人。两星扣给作为观众的这届年轻人。从什么时候，看电影要比拍电影更用力了？,2018/7/5,45,30
我不是药神,池子,第一次这么不理性的打分，没看几分钟就走了，有王传君我真的看不下去，恶心,2018/7/5,16,10
我不是药神,掉线,大大超出预期，故事的确像《达拉斯买家俱乐部》，但整体气质更像《辩护人》之类的韩国电影，更类型化，简化了一些构建，提高了娱乐性和可看戏，预感上映后口碑爆炸,2018/6/19,23,40
我不是药神,思郁,刚看完点映场，这里面的黑色幽默需要返观现实才能体会到小人物的蝼蚁般的悲凉，作为电影来说，还是煽情了些。不敢苛责电影人，国产电影能做到这个程度已经很好了。,2018/6/30,28,40
我不是药神,无耻不混蛋,想赋予人物灵魂，你得先有灵魂。想赋予电影“心”，你得先有“心”。这部电影最出色的地方，就在于它在处理现实主义题材中各种的平衡性与分寸感，以及“天生的黑色幽默”。它恰到好处的用一个带传奇色彩的“真实故事”，表达了当下中国底层生存所遭遇的“两大悖论”：病人的悖论以及穷人的悖论。,2018/7/4,31,50
我不是药神,小辣椒,看的点映，今年国产最佳无疑了！我们太需要这样的电影了，故事情怀道理深刻都有，徐峥和王传君会拿奖吧！,2018/6/30,69,50
我不是药神,阿德,看了二遍，还是最欣赏王传君的表演，每个眼神和动作都太到位了，然后就是影片整体的节奏和可看性，太超出预期了，目前为止今年的华语片最佳。,2018/6/19,45,50
我不是药神,猪老三,中国电影就像关在笼中的困兽，还有巨大巨大超级超级的空间,2018/7/18,22,40
我不是药神,啊啊啊,槽你码！打三星以下的都装你码什么比呢？,2018/7/4,62,50
我不是药神,H2O.,哭了大半场。。。,2018/7/1,42,50
我不是药神,穿裤子的云,拍电影不就是讲故事吗，故事讲的好就是好电影，而不是把宝都压在流量明星的身上。所以希望这部电影可以成为中国票房最高的电影，有越来越多的好剧本，好演员能跑出来,2018/7/5,37,50
